BEAM - szerokość całkowita,DWT - nośność statku,GT - pojemność statku brutto,LOA - długość statku,Nazwa statku,NT - pojemność statku netto,Maksymalne zanurzenie letnie,Numer IMO,Numer MMSI,Sygnał wywoławczy,Typ statku
12.16,3002,1978,79.98,BALTIC EXPRESS,1146,4,9243851,341412000,V4QI4,General Cargo Ship
48.07,146356,77636,274.2,SUEZ ICE SUPREME,46181,16,9296418,636022121,5LHH2,Crude Oil Tanker
11.52,1050,1310,53.78,AMBER CECILIA,393,4.25,7381635,261003050,SNBF,Platform Supply Ship
23.43,13200,10585,151.72,ELBWAVE,5372,8,9504035,209276000,5BZP4,Container Ship (Fully Cellular)
13.8,4750,3170,98.94,KATRIN,1876,5.74,9155987,305511000,V2RD5,General Cargo Ship
16.43,2900,2556,73.5,ABEILLE HORIZON,810,6.9,9178410,228442700,FMVL,Anchor Handling Tug Supply
14.34,3297,1896,77.53,ZAPADNYY,990,5.34,8711837,620999607,D6A3621,Molasses Tanker
32.232,49999,30990,186,MARI JONE,13107,12.87,9725316,,,Chemical/Products Tanker
9.61,203,275,32.92,SERVAL,82,4.17,7636365,377103000,J8B4154,Tug
11.52,1050,1310,53.78,AMBER CECILIA,393,4.25,7381635,261003050,SNBF,Platform Supply Ship
18.47,6404,5548,122.18,CORSICA,3020,6.35,9222352,,,General Cargo Ship
30.05,36071,24247,180,ASTURCON,12032,10.3,9646730,538005262,V7CH7,Bulk Carrier
12.16,3002,1978,79.98,BALTIC EXPRESS,1146,4,9243851,341412000,V4QI4,General Cargo Ship
23.04,16587,11943,144.13,STEN FRIGG,5133,8.9,9407976,,,Chemical/Products Tanker
13.85,2780,2035,90.6,WILSON MONSOON,1168,4.29,9163582,314475000,8PAR3,General Cargo Ship
22,8058,,104.9,Quanta,1086,4.89,,711894,,
16.82,6315,5197,127.3,KAREWOOD STAR,2796,4.86,9363986,311000648,C6DD8,General Cargo Ship
19.05,10900,4730,101.1,SILUR,2751,7.48,7924059,,,"General Cargo Barge, non propelled"
8.4,95,175,23.9,DOLPHIN,52,2.657,9507386,219750000,OXTQ2,Tug
29.3,11078,58084,240.09,STENA SCANDINAVICA,29143,6.31,9235517,266343000,SJLB,Passenger/Ro-Ro Ship (Vehicles)
13.85,2780,2035,90.6,WILSON MONSOON,1168,4.29,9163582,314475000,8PAR3,General Cargo Ship
22.8,17999,12763,149.9,RAMIRA,5838,9.36,9890599,265007000,SBOM,Chemical/Products Tanker
,,,,OBSERWESER,,,,,,
8.51,188,242,31.32,HIPPO,72,3.8,8422058,377207000,J8B6477,Tug
32.2,32614,27958,172.06,LAURA MAERSK,10945,11,9944546,219543000,OZGV2,Container Ship (Fully Cellular)
16.85,7351,5261,115.46,KAMILLA,2606,6.28,9427081,305108000,V2CU2,General Cargo Ship
14.34,3297,1896,77.53,ZAPADNYY,990,5.34,8711837,620999607,D6A3621,Molasses Tanker
61.3,224911,235341,399.99,OOCL SWEDEN,70978,16.5,9922603,477949300,VRWA7,Container Ship (Fully Cellular)
23.85,34763,21043,199.98,FEDERAL THUNDER BAY,11607,10.861,9975375,,,Bulk Carrier
44.03,112095,60135,237,NEWBURY,33286,15.07,9920497,311001106,C6FG8,Crude Oil Tanker
22,13121,8158,119.9,ASH BALTIC,4909,8.35,9606493,538009981,V7A5418,General Cargo Ship
17.23,4920,4324,99.98,CRYSTAL VALERIAN,1376,6.11,9851622,563101700,9V6249,LPG Tanker
17.23,4920,4324,99.98,CRYSTAL VALERIAN,1376,6.11,9851622,563101700,9V6249,LPG Tanker
24.75,27711,17434,166.7,SANDNES,5748,10.5,9306029,304783000,V2CJ4,"Bulk Carrier, Self-discharging"
25,27711,17434,166.7,SANDNES,5748,10.5,9306029,304783000,V2CJ4,"Bulk Carrier, Self-discharging"
13.4,6582,4087,118.4,FRISIAN SPRING,1747,6.08,9367774,246571000,PHII,General Cargo Ship
13.714,4282,2682,92.27,AMETHYST,1305,6.09,9246918,,,Chemical/Products Tanker
24,8000,3450,90,CARRIER 8,1035,4.9,8636960,,SIUX,
13.6,4106,2820,89.72,PARAMAR,1503,5.69,9190262,275529000,YLRX,General Cargo Ship
12.83,3732,2568,87.99,BRIGITTE F,1142,4.29,8504234,352001875,3E2784,General Cargo Ship
10.52,1469,920,64.35,BONITA,560,3.74,8609931,275334000,YLBA,General Cargo Ship
48.04,157787,84216,274,ALMI EXPLORER,49805,17,9579547,636015879,D5DH3,Crude Oil Tanker
11.33,1985,1441,80.96,COE KAETHE,459,3.29,7924401,374395000,HO5828,General Cargo Ship
12,3697,2450,87.95,PRIMA QUEEN,1293,5.6,9194282,230673000,OJSH,General Cargo Ship
15.5,2355,2327,68.95,BAZALT II,751,6,9250036,210444000,5BAK6,Anchor Handling Tug Supply
12.5,3568,2270,82.51,ANNIKA,1196,5.69,9000833,230714000,OJUZ,General Cargo Ship
14.43,4182,3323,88.05,SWE-BULK,1638,5.89,9131589,210382000,5BYG5,General Cargo Ship
36.62,19129,9190,122,AMT CHALLENGER,2757,5.91,9557721,,,"Deck Cargo Pontoon, semi submersible"
12.2,202,440,32.7,EN AVANT 26,135,4,9985277,245613000,PDTH,Tug
13.6,4106,2820,89.72,FJORD,1503,5.69,9190262,304018000,V2RE2,General Cargo Ship
14.95,5727,3954,100.85,AMBER TRADER,2086,6.51,9180853,305976000,V2QO9,General Cargo Ship
32.29,63533,35832,199.98,ULTRA DEDICATION,20839,13.42,9790866,563070700,9V8567,Bulk Carrier
22,9339,8255,125.78,BBC KIBO,3966,7.6,9508421,305757000,V2FQ5,General Cargo Ship
22,13121,8158,119.9,ASH BALTIC,4909,8.35,9606493,538009981,V7A5418,General Cargo Ship
12.5,2934,2088,88.95,JONABORG,1168,4.34,9214018,244054000,PCCJ,General Cargo Ship
26.8,17791,17488,168.11,OOCL RAUMA,8125,9.6,9462794,246650000,PBWS,Container Ship (Fully Cellular)
10.6,1741,1297,74.91,ANITA HAGEDORN,447,3.67,8505927,211686000,DCTO,General Cargo Ship
28.05,30195,19891,178.7,MALLIKA NAREE,10297,9.72,9354739,567015000,HSDM,Bulk Carrier
32.307,67678,53208,294.059,MSC INGRID,35277,13.523,9181651,354505000,HOHA,Container Ship (Fully Cellular)
32.233,52941,29442,183.2,MINERVA ZEN,15937,13.5,9410909,241190000,SVBN3,Chemical/Products Tanker
11.46,2499,1864,82.38,ERNST HAGEDORN,938,4.8,9137301,218030270,DFUH,General Cargo Ship
32.29,63415,35839,199.98,SUMMER SKY,20823,13.42,9790830,374518000,HOXX,Bulk Carrier
29.21,40693,26756,189.98,FJORDNES,7998,10.8,9880855,304829000,V2HF8,"Bulk Carrier, Self-discharging"
23.54,14740,11746,157.63,TUNADAL,5839,8.6,9429235,636020533,D5ZQ3,Container Ship (Fully Cellular)
29.21,40693,26756,189.98,FJORDNES,7998,10.8,9880855,304829000,V2HF8,"Bulk Carrier, Self-discharging"
13.03,3005,2673,87.99,EMMA F,1009,4.7,8609618,305190000,V2HP9,General Cargo Ship
7.5,105,142,24.23,VALDEMAR,42,3.11,8108121,219025221,OUCG2,Tug
60,320916,165054,329.9,MARIA A. ANGELICOUSSIS,110467,23.02,9930789,241820000,SVDQ8,Crude Oil Tanker
17.84,5158,4748,99.98,DREAM SYRAX,1424,6.21,9719513,255915968,CQ2426,LPG Tanker
11.45,2529,1904,87.91,WILSON ROTTERDAM,878,4.1,9557381,314036000,8PMG,General Cargo Ship
13.7,4135,2840,89.72,RIX SPIRIT,1538,5.71,9136204,210549000,5BDH6,General Cargo Ship
11.46,2499,1864,82.38,ERNST HAGEDORN,938,4.8,9137301,218030270,DFUH,General Cargo Ship
29.6,31033,32245,204.29,CMA CGM RUNDALE,9673,10,9961300,256882000,9HA6015,Container Ship (Fully Cellular)
10.53,292,410,32.1,ERLEND,123,4.78,8820339,275031017,YL3151,Tug
13.44,4114,2862,94.7,HUMBER RUNNER,1295,5.7,9467184,305821000,V2RH5,General Cargo Ship
51.07,159528,150783,366,MSC TAYLOR,75897,16,9932048,636022447,5LIV6,Container Ship (Fully Cellular)
35.32,39947,34882,200.03,VILNIA MAERSK,18529,11.02,9778533,219136000,OWXJ2,Container Ship (Fully Cellular)
29.6,31114,32245,204.29,CMA CGM MERMAID,9673,10,9961283,256708000,9HA5943,Container Ship (Fully Cellular)
22.8,16953,12974,143.15,NORDIKA DESGAGNES,5334,9.7,9508316,314449000,8PAO2,General Cargo Ship
13.7,4135,2840,89.73,RIX SPIRIT,1538,5.71,9136204,210549000,5BDH6,General Cargo Ship
12.8,3689,2506,87.75,WILSON GIJON,1351,5.52,9056038,311001794,C6IW7,General Cargo Ship
16.53,5890,3726,99.99,STOLT KINGFISHER,1681,6.8,9154323,235087256,2EQD7,Chemical/Products Tanker
14.5,4950,2998,89.95,HAV BRIM,1673,6.27,9361756,231234000,OZ2206,General Cargo Ship
18.45,5202,3999,101.08,RAGNA,2176,6.55,9173329,211265530,DGOG,Container Ship (Fully Cellular)
14.4,5750,3870,106.12,AMBER SKY,2132,6.14,9312688,255806387,CQEH8,General Cargo Ship
51.06,176755,169423,397.56,APL VANDA,76852,16,9631993,566954000,S6LT8,Container Ship (Fully Cellular)
0,9339,8255,125.78,BBC KIBO,3966,7.6,9508421,305757000,V2FQ5,General Cargo Ship
16.38,6182,4073,104.4,CELINA,2161,6.76,9019200,304099000,V2GV5,General Cargo Ship
17,7356,4997,118,ALVANITH,2229,6.61,9856799,210253000,5BUR5,Chemical/Products Tanker
32.3,63023,36416,199.9,SARIKA NAREE,21225,13.322,9726425,,,Bulk Carrier
17.1,4432,5460,111.6,EEMSLIFT HENDRIKA,1638,5.8,9671486,244790047,PCYX,General Cargo Ship
48.04,158266,79936,274,MARAN PENELOPE,52352,17.17,9402914,240894000,SVAQ4,Crude Oil Tanker
22.63,17539,11472,144,SONGA PEARL,5265,9.21,9444455,248897000,9HA4851,Crude/Oil Products Tanker
32.26,42686,25863,183,FEDERAL PRIDE,14268,10.54,9950612,352002492,3E2646,Bulk Carrier
18.05,10620,6740,124.67,FWN PERFORMER,3423,7.86,9770701,244010945,PBRD,General Cargo Ship
,,,,MED ANTARCTIC,,,9462316,,9HA4607,Chemical/Products Tanker
29.62,21846,29386,207.4,CAPE DECISION,8815,10.143,7310911,366698000,WMGD,Logistics Vessel (Naval Ro-Ro Cargo)
,,,,PN-PMBH-201,,,,,,
13.4,3789,2780,89.25,DELFIN,1587,5.67,9173161,275510000,YLRA,General Cargo Ship
11,205,430,32.7,MARS,129,4.1,9222417,276421000,ESPS,Tug
20,,,60.26,TRD VOYAGER,,3.64,,,,
16.38,6182,4073,104.4,CELINA,2161,6.76,9019200,304099000,V2GV5,General Cargo Ship
13.33,4054,2613,89,NORDIC SOLA,1237,5.65,9375989,258715000,LAIS6,Chemical/Products Tanker
11.49,1900,1593,82.02,MARLA,613,3.67,8611013,305661000,V2FF6,General Cargo Ship
12.65,3789,2518,89.75,SOLITAS-H,1837,5.49,9858670,210290000,5BWC5,General Cargo Ship
13.41,4220,2995,97.59,LADY HANNAH,0,5.6,9835018,245399000,PDSR,General Cargo Ship
19.03,8807,5451,112.02,NQ ROSA,2640,7.56,9304318,256227000,9HA3856,Chemical/Products Tanker
7.98,101,171,29.98,IKAR,51,3.4,6519302,261000620,SPG2521,Tug
44.03,109999,64245,249.99,TORM HANNAH,32874,14.77,9712864,219030726,OZWW2,Crude/Oil Products Tanker
44,109894,62849,251.84,FRONT ALTAIR,34099,14.88,9745902,538007007,V7UH9,Crude/Oil Products Tanker
30.04,34827,24187,179.94,TRANSNORDIC,12064,10.1,9602174,636023850,D5VU8,Bulk Carrier
10.06,0,331,33.02,ATLAS,100,4.85,7330337,276809000,ESRN,Tug
59,213971,194849,399.2,MARSTAL MAERSK,89317,17,9619971,219019139,OWJK2,Container Ship (Fully Cellular)
8.51,188,242,31.32,HIPPO,72,3.8,8422058,377207000,J8B6477,Tug
15.3,5826,4112,107.05,AASHEIM,2267,6.23,9247106,255769000,CQLJ,Aggregates Carrier
24,22108,14909,159.9,NH ELIF,7874,9.82,9509255,636023138,5LMD8,Bulk Carrier
19,10952,7370,131.2,YM FUJI,3984,7.85,9622760,256918000,9HA4036,General Cargo Ship
32.24,59960,35904,224.37,BONTRUP AMSTERDAM,15475,12.57,8110681,308271000,C6JT8,"Bulk Carrier, Self-discharging"
32.23,50550,29557,183.06,NORD VALOROUS,13791,13.32,9827059,636018760,D5RG5,Chemical/Products Tanker
30.04,34827,24187,179.94,TRANSNORDIC,12064,10.1,9602174,636023850,D5VU8,Bulk Carrier
14.95,5727,3954,100.85,AMBER TRADER,2086,6.51,9180853,305976000,V2QO9,General Cargo Ship
21,14026,8590,130.49,ABK EAGLE,4974,8.12,9217462,352001131,3E3410,General Cargo Ship
25.96,11089,24613,197.82,BRITANNIA SEAWAYS,7383,7.5,9153032,219825000,OZTS2,Ro-Ro Cargo Ship
10.47,310,1245,60.3,NAWIGATOR XXI,373,3.15,9161247,261187000,SNHA,Research Survey Vessel
28.4,34987,22456,179.9,ATLANTIC NORTH,12060,10.8,9575981,538011999,V7A3792,Bulk Carrier
12.71,3270,2051,89.88,KLARA,1117,4.63,9115896,218058660,DJFP,General Cargo Ship
30.05,34426,23456,180,ISTANBUL-M,11522,10.63,9450818,352003516,3E5171,Bulk Carrier
15.5,2355,2327,68.95,BAZALT II,751,6,9250036,210444000,5BAK6,Anchor Handling Tug Supply
30.03,39784,24785,179.97,AFRICAN RAIL,13019,10.7,9690913,636023546,5LOF7,Bulk Carrier
8.5,188,242,31.32,HIPPO,72,3.8,8422058,377207000,J8B6477,Tug
21,15008,9758,136.47,ARKLOW MOOR,5240,8.48,9509475,250002434,EILM3,General Cargo Ship
48.26,155249,141754,366,MSC TOPAZ,60615,15.52,9502908,636017916,D5NI2,Container Ship (Fully Cellular)
15.5,2355,2327,68.95,BAZALT II,751,6,9250036,210444000,5BAK6,Anchor Handling Tug Supply
28.58,38981,24109,189.98,PODLASIE,13253,10.58,9346811,311046100,C6WT9,Bulk Carrier
12.95,3723,2446,87.98,RIX PARTNER,1369,5.49,9195212,255805980,CQIJ8,General Cargo Ship
21.7,14889,9490,143.41,SEVKETTIN SONAY,4640,9,9334313,353280000,3FRL8,General Cargo Ship
30.05,34426,23456,180,ISTANBUL-M,11522,10.63,9450818,352003516,3E5171,Bulk Carrier
21,14998,9758,136.47,ARKLOW MOOR,5240,8.48,9509475,250002434,EILM3,General Cargo Ship
12.4,3030,1999,81.45,BALTIC JONGLEUR,1140,5.29,9001825,304028000,V2HZ6,General Cargo Ship
18.4,2254,4965,80,WIND EVOLUTION,1489,5.8,9730505,232054319,MOYX5,Service Operation Vessel
32.23,46012,29584,183.02,MRC BELIZ,12056,11,9335044,256197000,9HA5738,Chemical/Products Tanker
23.03,16868,12175,144.05,BRO ANNA,5489,9,9344435,564066000,9V3609,Chemical/Products Tanker
21.64,15012,12743,143.1,HAPPY PEREGRINE,3823,9.5,9553660,219558000,OWWQ2,LPG Tanker
12.71,3270,2051,89.88,KLARA,1117,4.63,9115896,218058660,DJFP,General Cargo Ship
12.5,3800,2545,88.6,GT PIKE,1460,5.42,9373278,305814000,V2RA7,General Cargo Ship
11.45,2600,1905,87.91,FEHN CAPE,878,4.1,9556820,305929000,V2GH2,General Cargo Ship
19.6,12497,7404,115.33,ADAROSE,3884,8.79,9392107,636019247,D5TP8,Bulk Carrier
34.82,36640,31622,185.96,CAPE CITIUS,11642,11,9848742,210070000,5BPN5,Container Ship (Fully Cellular)
34.82,36640,31622,185.96,CAPE CITIUS,11642,11,9848742,210070000,5BPN5,Container Ship (Fully Cellular)
28.2,33371,21192,179.99,LADY MONICA,11444,10.03,9392078,354668000,3FOQ3,General Cargo Ship (Open Hatch)
13.63,4506,3117,99.86,KADRI,1744,5.63,,305665000,V2RE4,
29.21,40693,26756,189.98,FJORDNES,8027,10.8,9880855,304829000,V2HF8,"Bulk Carrier, Self-discharging"
11.55,2684,1589,82.65,RIX STREAM,844,4.79,9111125,209968000,5BML5,General Cargo Ship
12.8,3735,2446,87.97,RIX MARINER,1369,5.51,9197387,210552000,5BDJ6,General Cargo Ship
9.25,100,299,36,KAMBR,89,3.5,,210550000,C4GX2,
25.2,21402,16641,168.14,SPIEGELGRACHT,6700,10.71,9197911,245789000,PCEO,General Cargo Ship
13.63,4512,3117,99.86,KAILI,1744,5.63,9114737,305620000,V2RE3,General Cargo Ship
14,5756,3442,98.8,FRI BERGEN,1903,6.12,,257561000,LAKB8,
14,3931,2978,89.95,PEAK BERGEN,1384,5.54,9544932,246399000,PBPY,General Cargo Ship
14,3931,2978,89.95,PEAK BERGEN,1384,5.54,9544932,246399000,PBPY,General Cargo Ship
13.8,4198,2901,89.99,TARZAN,1693,5.75,9128336,261000205,SNNF,General Cargo Ship
11.55,2684,1589,82.65,RIX STREAM,844,4.79,9111125,209968000,5BML5,General Cargo Ship
23.43,12850,10585,151.72,ELBWIND,5372,8,9483334,210017000,5BNL5,Container Ship (Fully Cellular)
43,50159,36600,235,ZHEN HUA 32,10980,8.5,9196814,414243000,BOGD9,Heavy Load Carrier
13.44,4114,2862,94.7,HUMBER RUNNER,1295,5.7,9467184,255802270,CQOM,General Cargo Ship
29.6,31033,32245,204.29,CMA CGM RUNDALE,9673,10,9961300,256882000,9HA6015,Container Ship (Fully Cellular)
16.25,4402,3826,104.81,ARINA,2043,5.88,8806163,277334000,LYRY,General Cargo Ship
18,6319,6280,116.9,BIT FORCE,1884,7.5,9256420,244813000,PCXW,Asphalt/Bitumen Tanker
13,3269,2481,87.42,WILSON DVINA,1206,5.08,9005742,314220000,8PTC,General Cargo Ship
16.99,5885,4425,99.94,OKTAN,1821,6.6,9251755,231884000,OZ2215,Chemical/Products Tanker
17.2,7668,5578,123.5,LADY ELA,2456,6.86,9511442,538003488,V7RE3,Chemical/Products Tanker
13.4,6500,4106,118.4,PATRON,1747,6.08,9376464,244227000,PHNP,General Cargo Ship
13.32,3834,2478,85.37,RIX CRYSTAL,1300,5.76,9050125,212821000,P3CZ5,General Cargo Ship
24,22108,14909,159.9,NH ELIF,7874,9.82,9509255,636023138,5LMD8,Bulk Carrier
54,186528,177381,398,CMA CGM BOUGAINVILLE,106359,16.48,9702156,215857000,9HA5334,Container Ship (Fully Cellular)
23.45,8500,4700,105.52,GAMMA,1410,5.65,8618322,, 5BAZ6,"General Cargo Barge, non propelled"
29.21,40693,26756,189.98,FJORDNES,7998,10.8,9880855,304829000,V2HF8,"Bulk Carrier, Self-discharging"
12.65,3806,2518,89.75,BALTIC COASTER,1423,5.49,9963009,255915748,CQ2206,General Cargo Ship
23.45,8500,4700,105.52,GAMMA,1410,5.65,8618322,,5BAZ6,"General Cargo Barge, non propelled"
19.3,5409,6620,122,LINK GALAXY,1986,6.36,8820860,257306000,LATX8,Ro-Ro Cargo Ship
23.03,16979,12164,144.05,RUBIKON 202,5492,9,9344423,255806519,CQEY4,Chemical/Products Tanker
18.24,7725,6170,107.75,MAJ RICHARD WINTERS,2958,7.81,9210309,366750000,KISI,General Cargo Ship
23.6,32594,19201,190.44,FEDERAL KATSURA,10377,10.67,9293923,538007353,V7JT5,Bulk Carrier
29.21,40693,26756,189.98,FJORDNES,7998,10.8,9880855,304829000,V2HF8,"Bulk Carrier, Self-discharging"
44.03,114426,63513,249.97,SEAGALAXY,35025,14.84,9847231,477269100,VRSB8,Crude Oil Tanker
26.08,25532,19955,160.01,VIIKKI,7658,10,9797620,230670000,OJSD,General Cargo Ship
28.89,4826,47842,228.3,VIKING SKY,18858,6.667,9650420,,,Passenger/Cruise
18.24,7725,6170,107.75,MAJ RICHARD WINTERS,2958,7.81,9210309,366750000,KISI,General Cargo Ship
17,8689,6118,123.07,WILSON NICE,2966,7.62,9430959,259020000,LAMY8,General Cargo Ship
15.95,5383,4135,90,MAXIMAR,2160,6,9951862,210674000,5BLF6,General Cargo Ship
13.35,4054,2613,89,NORDIC SUND,1237,5.65,9375977,258714000,LAIR6,Chemical/Products Tanker
22,8058,,104.9,Quanta,1086,4.89,,711894,,
42.84,93552,80609,299.9,W KLAIPEDA,50654,14,9211482,538009143,V7A4374,Container Ship (Fully Cellular)
15.5,2355,2327,68.95,BAZALT II,751,6,9250036,210444000,5BAK6,Anchor Handling Tug Supply
23.03,16979,12164,144.05,RUBIKON 202,5492,9,9344423,255806519,CQEY4,Chemical/Products Tanker
16.85,7100,5313,115.46,KAARI,2350,6.28,9434761,305342000,V2DU8,General Cargo Ship
28.36,37227,24196,189.94,ANGEL,12223,10.5,9590620,636024623,5LTM6,Bulk Carrier
23.03,16868,12175,144.05,BRO ANNA,5489,9,9344435,564066000,9V3609,Chemical/Products Tanker
19,10660,4744,101.1,KARBON,2741,7.15,8606006,,CU4096,
25.63,20646,15487,167.99,AVA D,7838,10.2,9306225,255705000,CQGB,Container Ship (Fully Cellular)
12.27,2490,1627,85.26,ANGON,741,5.31,9131199,261037120,SNAN,Products Tanker
29.6,31114,32245,204.29,CMA CGM MERMAID,9673,10,9961283,256708000,9HA5943,Container Ship (Fully Cellular)
32.3,61250,39433,199.9,HERBERT,19469,13.5,9931551,636020696,5LAG6,General Cargo Ship
13.63,4170,2818,91.46,TOLLUND,1540,5.81,9088287,261159000,SNNG,General Cargo Ship
59,213971,194849,399,MAERSK MC-KINNEY MOLLER,89317,17,9619907,219018271,OWIZ2,Container Ship (Fully Cellular)
12.5,3171,2316,89.99,HENRIKE,1295,4.64,9218222,218858000,DMLS,General Cargo Ship
28.4,31824,19728,176.82,Neva,11391,,9213753,,V7JA2,Bulk Carrier
28.4,31824,19728,176.82,Neva,11391,,9213753,,V7JA2,Bulk Carrier
10.5,104,325,27.05,FAIRPLAY-37,97,3,9952995,261002431,SNOG,Tug
32.228,45663,28131,179.88,ARCHANGELOS MICHAIL,11696,12.022,9272709,,,Products Tanker
25,1150,9315,126,WORLD NAVIGATOR,,4.7,9871531,255806207,CQAL5,Passenger/Cruise
48.04,157787,84216,274,ALMI EXPLORER,49805,17,9579547,636015879,D5DH3,Crude Oil Tanker
13.28,,,89.1,FGS MAGDEBURG,,4.51,,,,
17.1,4476,5460,111.6,ATLANTIC DAWN,1638,5.8,9671450,244790606,PCUS,General Cargo Ship
26.9,20254,17982,169.95,CONTAINERSHIPS ARCTIC,9861,9.6,9818400,209717000,5BJD5,Container Ship (Fully Cellular)
28.5,37077,26787,189.99,TIAN YOU,11415,11,9823625,413494710,BOKI,General Cargo Ship
11.46,2499,1864,82.38,ERNST HAGEDORN,938,4.8,9137301,218030270,DFUH,General Cargo Ship
12.83,3732,2568,87.99,BRIGITTE F,1142,4.29,8504234,352001875,3E2784,General Cargo Ship
27.4,25732,19128,159.89,AAL GIBRALTAR,9736,9.8,9393565,212314000,5BXJ2,General Cargo Ship
23.02,16511,12105,144.18,STEN NEPTUN,5042,8.9,9322712,255946000,CQXT,Chemical/Products Tanker
25.6,9670,35456,222.6,STENA SCANDICA,13543,6.7,9329849,219029263,OZNO2,Passenger/Ro-Ro Ship (Vehicles)
14.4,5750,3870,106.12,AMBER SKY,2132,6.14,9312688,255806387,CQEH8,General Cargo Ship
48.02,156458,82995,274.08,MARAN HERMES,48978,17.02,9761346,241486000,SVCN8,Crude Oil Tanker
12.82,1810,1659,61.87,N-SEA PATHFINDER,497,4.65,9545663,245457000,PBYN,Diving Support Vessel
59,213971,194849,399,MAERSK MC-KINNEY MOLLER,89317,17,9619907,219018271,OWIZ2,Container Ship (Fully Cellular)
18.29,10500,7878,145.51,ONEGO OLZA,3909,7.36,9511648,305561000,V2QD7,General Cargo Ship
16.38,6182,4073,104.4,CELINA,2161,6.76,9019200,304099000,V2GV5,General Cargo Ship
15.4,8493,5418,126.13,MARIETJE ANDREA,2696,6.98,9361134,246649000,PBWR,General Cargo Ship
23.04,16655,11943,144.16,STEN BERGEN,5141,8.9,9407988,257834000,LAOY8,Chemical/Products Tanker
13.7,4123,2820,89.72,DREAMLAND,1548,5.7,9155872,275546000,YLDL,General Cargo Ship
11.67,2500,1846,89.6,WILSON THAMES,1081,4.61,9177894,314438000,8PAM7,General Cargo Ship
45.05,175918,91971,291.8,BERGE HOVERLA,59546,18.25,9497359,636020304,D5YP6,Bulk Carrier
18.8,6048,,144,HNLMS Tromp,,7.5,,,,
14.5,6089,3782,100.85,AMBER SPIRIT,2129,6.85,,305391000,V2QQ3,
10.93,2086,1472,79.02,HELGA,726,3.99,8402577,341832000,V4ZB4,General Cargo Ship
10.5,104,325,27.05,FAIRPLAY-37,97,3,9952995,261002431,SNOG,Tug
31,39982,25010,182.87,BUFFLEHEAD,12488,10.35,9926063,352001364,3E2122,Bulk Carrier
14.99,8543,5078,120.45,ARKLOW ARTIST,2704,7.19,9851983,250006306,EIYI6,General Cargo Ship
13.8,4953,3454,106.64,KATI,2035,5.63,,305167000,V2QZ4,
11.71,1685,1162,73.72,MARIA G,585,3.65,8205187,304559000,V2OK3,General Cargo Ship
17.84,5158,4748,99.98,DREAM SYRAX,1424,6.21,9719513,255915968,CQ2426,LPG Tanker
23.5,14233,12514,157.94,NORDIC ISTRIA,5387,8.6,9474383,255806452,CQEP9,Container Ship (Fully Cellular)
12.4,2953,2080,88.95,MAESTRO,1168,4.34,9214006,304196000,V2QS9,General Cargo Ship
21.034,12791,9611,138.07,ABB VICTORIA,4260,8,9312169,304724000,V2OV5,General Cargo Ship
48.04,157787,84216,274,ALMI EXPLORER,49805,17,9579547,636015879,D5DH3,Crude Oil Tanker
17.12,4415,3859,95.15,SUPERIORITY,1276,5.89,9285201,235098061,2GJZ8,Chemical/Products Tanker
13.4,5019,3164,95.3,NATHALIE,1680,6.204,9259068,230698000,OJUE,General Cargo Ship
17.43,4980,5036,99.9,CGAS JAGUAR,1511,7.06,9578024,249223000,9HA6174,LPG Tanker
28.6,37000,22668,187,WESTERN BOHEME,11856,10.4,9609691,210261000,5BSZ3,Bulk Carrier
15,3811,3430,87.5,CGAS MONARCH,1029,6.5,9356919,255802950,CQOU,LPG Tanker
18.47,7811,5630,108.16,BREB COUNTESS,2883,7.01,9421166,255806043,CQIR2,General Cargo Ship
14.18,3504,1986,88.15,FERRO,1246,5,9005730,314415000,8PAJ7,General Cargo Ship
44.05,109.999,64.245,249.99,,32.936,14.761,9722182,538005819,V7HG9,Crude/Oil Products Tanker
8.08,0,190,29.98,HENRYK,57,2.7,7504926,261059000,SQFY,Salvage Ship
11.5,2172,1524,73.85,COE MIEKE,783,4.38,8912481,352001928,3E3739,General Cargo Ship
19,10883,4744,126.4,KARBON,2741,7.5,8606006,,CU4096,
42.03,106898,58667,243.8,BOTAFOGO,32391,14.88,9395329,249575000,9HA4294,Crude/Oil Products Tanker
44.03,114780,63485,249.97,MINERVA KARTERIA,35025,14.838,9787170,241574000,SVCR9,Crude Oil Tanker
20,3600,1390,60.43,CONRAD 2,417,3.65,,,,
48.05,159056,81346,274.34,SEAWAYS RIO GRANDE,52264,17.17,9593438,538004028,V7UT9,Crude Oil Tanker
13.62,4222,2818,91.46,RIX SAIL,1540,5.8,9114713,636023430,5LNR6,General Cargo Ship
29.83,38218,23264,179.97,SIDER PERA,12134,10.55,9633202,538010871,V7A7540,Bulk Carrier
16.03,2713,2999,79.99,ROTSUND,1286,5.5,9333644,257068010,LFVK,Refrigerated Cargo Ship
18.5,8057,5604,108.17,AK GLORIOUS,2877,7.06,9362657,314793000,8PSO4,General Cargo Ship
23.2,19992,13471,149.95,SOLERO,6372,9.91,9428085,266420000,SFAP,Chemical/Products Tanker
